Race,Driver,Stint,TyreCompound,Model,MSE,RSquared,UniformityScore,Parameters,TrackTemp,AirTemp
Hungary,VER,2,C5,Exponential with Asymptote,0.19600469227155953,0.817344097242312,0.6153846153846154,[87.85824965  1.         84.41910505],26.720958083832333,18.559880239520957
Hungary,VER,3,C4,Exponential with Asymptote,0.06842653084794811,0.335180834924255,1.1,[83.24661042  0.12361751 83.94056033],26.720958083832333,18.559880239520957
Hungary,VER,4,C4,Exponential with Asymptote,0.07600735203435743,0.18138951947457616,0.8888888888888888,[8.26151578e+01 2.33221628e-02 8.35806725e+01],26.720958083832333,18.559880239520957
Hungary,GAS,1,C5,Exponential with Asymptote,0.9662388702469114,0.16678220772910235,0.5714285714285714,[8.55125947e+01 8.79991069e-03 9.83433000e+01],26.720958083832333,18.559880239520957
Hungary,GAS,3,C5,Exponential with Asymptote,1.3144745864124665,0.2576072148446583,0.7368421052631579,[86.82711611  0.47300936 84.20905225],26.720958083832333,18.559880239520957
Hungary,PER,2,C5,Exponential with Asymptote,0.2067620673644704,0.40789773920526995,0.5333333333333333,[86.28327865  1.         84.81397288],26.720958083832333,18.559880239520957
Hungary,PER,3,C4,Exponential with Asymptote,0.163964163498142,0.32223636479675344,0.8,[8.34424456e+01 4.60326982e-03 9.41996000e+01],26.720958083832333,18.559880239520957
Hungary,PER,4,C4,Exponential with Asymptote,0.05935504122780045,0.3081005699723892,0.9565217391304348,[8.29284792e+01 1.43989072e-03 6.56216000e+01],26.720958083832333,18.559880239520957
Hungary,ALO,2,C4,Exponential with Asymptote,0.48409663769201,0.23841097217711504,0.7777777777777778,[8.49883320e+01 6.81853376e-03 9.65602000e+01],26.720958083832333,18.559880239520957
Hungary,ALO,3,C3,Exponential with Asymptote,0.15157979310280928,0.5573477419026036,0.9,[8.61806374e+01 6.33120891e-02 8.42763240e+01],26.720958083832333,18.559880239520957
Hungary,LEC,2,C4,Exponential with Asymptote,0.03761208827567904,0.24701254159401986,0.875,[82.94084685  1.         84.14855339],26.720958083832333,18.559880239520957
Hungary,LEC,3,C4,Exponential with Asymptote,0.17861721704374234,0.12850034837875468,0.875,[83.02419516  1.         83.67330476],26.720958083832333,18.559880239520957
Hungary,LEC,4,C3,Exponential with Asymptote,1.410740641848856,0.12016049766593229,0.8571428571428571,[8.32815067e+01 8.56332736e-03 9.63358000e+01],26.720958083832333,18.559880239520957
Hungary,LEC,5,C5,Exponential with Asymptote,0.10260518257577121,0.16414812569010861,1.0,[8.19160324e+01 4.53482537e-03 9.11196000e+01],26.720958083832333,18.559880239520957
